# We use 12-month moving average values in the fit				
#				
# Year	log( CO2 / 277.3 )	Volcanic	Temperature (C) 	Uncertainty (C, 1 sigma)
1786.6666666667	0.010836227	31.1798670494	7.7443891	0.4453485411
1786.75	0.0109079264	30.2922367594	7.8914752	0.4843555216
1786.8333333333	0.0109796243	29.4298755808	7.7770958	0.4537802242
1786.9166666667	0.0110513182	28.5920641509	7.827446	0.4607476301
1787	0.0111230057	27.7781035861	7.8989997	0.5136059062
1787.0833333333	0.0111946846	26.9873148986	7.8202243	0.5390486301
1787.1666666667	0.0112663523	26.2190384299	7.7838778	0.5181786071
1787.25	0.0113380067	25.472633301	7.6384315	0.5169601938
1787.3333333333	0.0114096451	24.7474768772	7.7649512	0.6229055276
1787.4166666667	0.0114812654	24.0429642492	8.0604982	0.6171193256
1787.5	0.0115528652	23.3585077281	8.2351246	0.5745843568
1787.5833333333	0.011624442	22.6935363555	8.1478338	0.5886778214
1787.6666666667	0.0116959935	22.0474954271	8.1197157	0.6426201965
1787.75	0.0117675173	21.4198460299	8.029048	0.6381915812
1787.8333333333	0.0118390111	20.8100645926	8.1333876	0.6420842197
1787.9166666667	0.0119104725	20.2176424492	8.1011486	0.5984380759
1788	0.0119818992	19.6420854142	8.1106997	0.5709716484
1788.0833333333	0.0120532887	19.0829133708	8.3935928	0.5833696078
1788.1666666667	0.0121246388	18.53965987	8.4043961	0.5861464552
1788.25	0.012195947	18.0118717418	8.550107	0.5801019069
1788.3333333333	0.0122672109	17.4991087171	8.5505114	0.4906136016
1788.4166666667	0.0123384284	17.0009430604	8.5127306	0.475228406
1788.5	0.0124095968	16.5169592129	8.0755796	0.4740099659
1788.5833333333	0.012480714	16.0467534461	8.0680885	0.4579716881
1788.6666666667	0.0125517775	15.5899335247	8.0279875	0.4574554812
1788.75	0.012622785	15.1461183797	7.770649	0.462656493
1788.8333333333	0.0126937342	14.7149377904	7.6864676	0.4415940498
1788.9166666667	0.0127646226	14.2960320754	7.8082981	0.4282293482
1789	0.0128354479	13.8890517931	7.7289157	0.4156612396
1789.0833333333	0.0129062078	13.4936574493	7.6191325	0.3965585389
1789.1666666667	0.0129768999	13.109519215	7.6643052	0.393271486
1789.25	0.0130475219	12.7363166505	7.6412568	0.3855868353
1789.3333333333	0.0131180713	12.3737384386	7.5732212	0.4064946906
1789.4166666667	0.0131885459	12.0214821246	7.609755	0.410720056
1789.5	0.0132589433	11.6792538641	8.1735935	0.4222029954
1789.5833333333	0.0133292611	11.3467681778	8.3209066	0.4177657316
1789.6666666667	0.013399497	11.0237477136	8.4629412	0.4125127987
1789.75	0.0134696486	10.709923015	8.7951498	0.4365388354
1789.8333333333	0.0135397136	10.4050322963	8.6434851	0.4324484346
1789.9166666667	0.0136096897	10.1088212246	8.5504856	0.4202277873
1790	0.0136795744	9.8210427071	8.5875921	0.4002174422
1790.0833333333	0.0137493655	9.5414566854	8.4115496	0.4213109107
1790.1666666667	0.0138190605	9.269829935	8.3562117	0.4283047485
1790.25	0.0138886572	9.0059358709	8.2836008	0.4328207897
1790.3333333333	0.0139581533	8.7495543586	8.336112	0.3879529778
1790.4166666667	0.0140275462	8.5004715302	8.2938499	0.3893015985
1790.5	0.0140968338	8.2584796065	8.2299147	0.4169941122
1790.5833333333	0.0141660136	8.0233767231	8.2965574	0.4108581125
1790.6666666667	0.0142350833	7.7949667624	8.2540722	0.3823762594
1790.75	0.0143040406	7.5730591899	8.3157797	0.3789792929
1790.8333333333	0.0143728832	7.3574688952	8.6204967	0.3928150662
1790.9166666667	0.0144416086	7.1480160377	8.5761614	0.4051962701
1791	0.0145102146	6.9445258965	8.530755	0.4259330999
1791.0833333333	0.0145786988	6.7468287246	8.6014576	0.4479409916
1791.1666666667	0.0146470588	6.5547596075	8.6621094	0.4751681405
1791.25	0.0147152924	6.3681583253	8.6662445	0.5011133627
1791.3333333333	0.0147833972	6.1868692193	8.6135674	0.5048121092
1791.4166666667	0.0148513708	6.0107410623	8.6633148	0.5224414593
1791.5	0.0149192109	5.839626932	8.6976433	0.4343058992
1791.5833333333	0.0149869152	5.6733840889	8.4016304	0.4337930614
1791.6666666667	0.0150544814	5.5118738568	8.3355007	0.4635326896
1791.75	0.015121907	5.3549615075	8.2440042	0.4838334046
1791.8333333333	0.0151891898	5.2025161482	8.1654615	0.4919283951
1791.9166666667	0.0152563275	5.0544106123	8.2299929	0.5077407205
1792	0.0153233176	4.9105213536	8.2864122	0.517604393
1792.0833333333	0.0153901579	4.7707283427	8.343915	0.5126934258
1792.1666666667	0.015456846	4.6349149675	8.2221003	0.4957499161
1792.25	0.0155233796	4.5029679355	8.2894897	0.4894816827
1792.3333333333	0.0155897564	4.3747771793	8.3119688	0.491351712
1792.4166666667	0.015655974	4.2502357651	8.2964191	0.5054198161
1792.5	0.0157220302	4.1292398032	8.2241974	0.4997356693
1792.5833333333	0.0157879225	4.0116883615	8.2834177	0.5091779128
1792.6666666667	0.0158536486	3.8974833812	8.4501944	0.5093333974
1792.75	0.0159192062	3.7865295949	8.4514217	0.5124728635
1792.8333333333	0.0159845931	3.6787344476	8.4191446	0.5207322324
1792.9166666667	0.0160498067	3.5740080189	8.4022503	0.5111323664
1793	0.0161148449	3.4722629483	8.3742571	0.5150226578
1793.0833333333	0.0161797053	3.3734143623	8.397048	0.5172517674
1793.1666666667	0.0162443856	3.2773798037	8.5000067	0.5488157644
1793.25	0.0163088834	3.1840791626	8.4766407	0.5493096702
1793.3333333333	0.0163731965	3.0934346097	8.5621233	0.5602826285
1793.4166666667	0.0164373224	3.0053705311	8.5837126	0.5530986494
1793.5	0.0165012589	2.919813466	8.5475378	0.5657699781
1793.5833333333	0.0165650036	2.8366920444	8.7630262	0.5793083421
1793.6666666667	0.0166285543	2.7559369284	8.6996508	0.5494384209
1793.75	0.0166919086	2.6774807537	8.8343277	0.540419857
1793.8333333333	0.0167550641	2.6012580741	8.9952297	0.5318614933
1793.9166666667	0.0168180186	2.5272053062	9.0934734	0.5295493276
1794	0.0168807697	2.4552606768	9.0468321	0.5105015094
1794.0833333333	0.0169433152	2.5396385324	8.9852419	0.509422949
1794.1666666667	0.0170056526	2.6216143143	8.941494	0.4952955909
1794.25	0.0170677797	2.7012564048	8.9021749	0.4993174653
1794.3333333333	0.0171296941	2.7786312396	8.8778362	0.4929734826
1794.4166666667	0.0171913936	2.8538033631	8.85993	0.5029103854
1794.5	0.0172528757	2.9268354821	8.9032335	0.5368395718
1794.5833333333	0.0173141383	2.9977885184	8.6490078	0.5660094228
1794.6666666667	0.0173751789	3.0667216595	8.5240326	0.5863097409
1794.75	0.0174359953	3.1336924079	8.352109	0.5941381163
1794.8333333333	0.0174965851	3.1987566291	8.2813988	0.5959494119
1794.9166666667	0.017556946	3.2619685983	8.2018604	0.5976021846
1795	0.0176170758	3.3233810453	8.2613783	0.6172691189
1795.0833333333	0.017676972	3.2287708382	8.2304544	0.6590583806
1795.1666666667	0.0177366324	3.1368539999	8.265295	0.6371446028
1795.25	0.0177960546	3.0475538557	8.3004837	0.6195985807
1795.3333333333	0.0178552364	2.9607959132	8.3559904	0.5837386721
1795.4166666667	0.0179141754	2.8765078009	8.3187885	0.572604758
1795.5	0.0179728693	2.7946192075	8.32092	0.5333158779
1795.5833333333	0.0180313158	2.7150618235	8.6317282	0.4749323783
1795.6666666667	0.0180895126	2.6377692837	8.6911345	0.453931662
1795.75	0.0181474573	2.5626771125	8.5639734	0.4561467548
1795.8333333333	0.0182051478	2.4897226697	8.4330645	0.4454278153
1795.9166666667	0.0182625815	2.4188450982	8.3935928	0.4437841578
1796	0.0183197563	2.3499852736	8.4520273	0.442573457
1796.0833333333	0.0183766698	2.8332747382	8.4528866	0.4354352798
1796.1666666667	0.0184333197	3.3028058898	8.5019579	0.4482343828
1796.25	0.0184897037	3.758970401	8.5485153	0.4575873716
1796.3333333333	0.0185458195	4.2021487941	8.5112991	0.4568076473
1796.4166666667	0.0186016648	4.6327107585	8.5322609	0.4662679209
1796.5	0.0186572372	5.0510154597	8.2747316	0.4337560871
1796.5833333333	0.0187125345	5.4574118379	8.3380041	0.5089580123
1796.6666666667	0.0187675543	5.8522389002	8.5527134	0.4949461229
1796.75	0.0188222943	6.2358260024	8.60637	0.4511082262
1796.8333333333	0.0188767523	6.6084931245	8.4967642	0.4036476803
1796.9166666667	0.0189309259	6.9705511369	8.4315062	0.3875917394
1797	0.0189848128	7.3223020606	8.3785076	0.38378275
1797.0833333333	0.0190384107	7.1138503346	8.4269476	0.3967760506
1797.1666666667	0.0190917173	6.9113328247	8.3934813	0.4019634238
1797.25	0.0191447303	6.7145805951	8.4196186	0.4050846396
1797.3333333333	0.0191974473	6.5234295196	8.3965216	0.4121096772
1797.4166666667	0.0192498662	6.3377201442	8.3418512	0.4309491166
1797.5	0.0193019844	6.1572975542	8.6053448	0.4179917662
1797.5833333333	0.0193537999	5.9820112451	8.4206114	0.4706375904
1797.6666666667	0.0194053101	5.8117149969	8.2200708	0.4666675588
1797.75	0.019456513	5.6462667524	8.3730631	0.4224901343
1797.8333333333	0.019507406	5.4855284982	8.5422096	0.3907345099
1797.9166666667	0.019557987	5.3293661501	8.740428	0.4095352782
1798	0.0196082536	5.1776494409	8.7270575	0.4231993016
1798.0833333333	0.0196582035	5.030251812	8.7778015	0.4101455232
1798.1666666667	0.0197078344	4.8870503074	8.8609009	0.4096824243
1798.25	0.0197571441	4.7479254716	8.8252745	0.4112282469
1798.3333333333	0.0198061301	4.6127612499	8.8269873	0.4242946659
1798.4166666667	0.0198547902	4.4814448912	8.8639193	0.3967900468
1798.5	0.0199031221	4.3538668543	8.6479998	0.3993082495
1798.5833333333	0.0199511235	4.2299207165	8.5048628	0.4151148539
1798.6666666667	0.0199987921	4.1095030846	8.2506447	0.432074654
1798.75	0.0200461255	3.992513509	8.067358	0.4537093824
1798.8333333333	0.0200931215	3.8788543995	8.000392	0.4488793223
1798.9166666667	0.0201397778	3.7684309442	7.8104978	0.4291136681
1799	0.020186092	3.6611510303	7.766119	0.4274356625
1799.0833333333	0.0202320619	3.5569251673	7.6859412	0.4182054292
1799.1666666667	0.0202776852	3.4556664123	7.5604854	0.4225007036
1799.25	0.0203229595	3.3572902976	7.5200272	0.4594020651
1799.3333333333	0.0203678825	3.2617147598	7.5445962	0.4744152036
1799.4166666667	0.020412452	3.1688600721	7.6276441	0.4313267456
1799.5	0.0204566656	3.0786487771	7.6827183	0.4184772634
1799.5833333333	0.020500521	2.9910056225	7.7602844	0.4035176415
1799.6666666667	0.0205440162	2.9058574985	7.9681969	0.3703547553
1799.75	0.0205871492	2.8231333762	7.9264317	0.372324667
1799.8333333333	0.0206299188	2.7427642491	8.097436	0.3443562858
1799.9166666667	0.0206723236	2.6646830751	8.1480312	0.3364638755
1800	0.020714363	2.5888247205	8.1112957	0.3319063043
1800.0833333333	0.0207560366	2.515125906	8.0621586	0.3279130173
1800.1666666667	0.0207973441	2.4435251537	8.0499668	0.3347601511
1800.25	0.0208382859	2.3739627358	7.9817257	0.3313752169
1800.3333333333	0.0208788625	2.306380625	7.987648	0.3416350124
1800.4166666667	0.0209190748	2.2407224456	7.9698634	0.3410266548
1800.5	0.0209589241	2.1769334272	8.1906595	0.3475022853
1800.5833333333	0.0209984119	2.1149603583	8.2689352	0.3635761213
1800.6666666667	0.02103754	2.0547515423	8.2592478	0.3536902407
1800.75	0.0210763102	1.9962567545	8.5826559	0.3580809256
1800.8333333333	0.0211147241	1.9394271997	8.457839	0.3659678935
1800.9166666667	0.0211527837	1.8842154721	8.6543713	0.3656583065
1801	0.0211904905	1.8305755151	8.654788	0.3724207249
1801.0833333333	0.0212278464	1.7784625837	8.7259779	0.3589394893
1801.1666666667	0.021264853	1.7278332062	8.6676254	0.3508422698
1801.25	0.0213015123	1.6786451488	8.7662048	0.3532088457
1801.3333333333	0.0213378258	1.6308573799	8.773757	0.3450360919
1801.4166666667	0.0213737954	1.584430036	8.795351	0.3452238626
1801.5	0.0214094228	1.5393243885	8.7706995	0.3386607127
1801.5833333333	0.0214447097	1.4955028113	8.766757	0.3322692421
1801.6666666667	0.0214796579	1.4529287492	8.82516	0.3225714821
1801.75	0.0215142691	1.4115666881	8.7962294	0.325809147
1801.8333333333	0.0215485451	1.3713821246	8.8347626	0.3143656553
1801.9166666667	0.0215824877	1.3323415375	8.5635872	0.3112891922
1802	0.0216160985	1.2944123602	8.666935	0.3135243998
1802.0833333333	0.0216493793	1.257562953	8.6567097	0.3030076476
1802.1666666667	0.0216823319	1.2217625768	8.8091631	0.3165586622
1802.25	0.0217149579	1.1869813679	8.801487	0.3097470204
1802.3333333333	0.0217472592	1.1531903125	8.8986969	0.3128100933
1802.4166666667	0.0217792375	1.1203612228	8.8488207	0.3054508618
1802.5	0.0218108945	1.0884667136	8.8162165	0.3131982698
1802.5833333333	0.021842232	1.0574801791	8.6075296	0.314831391
1802.6666666667	0.0218732516	1.0273757712	8.4106226	0.3156291202
1802.75	0.0219039552	0.9981283772	8.2817678	0.3135367833
1802.8333333333	0.0219343445	0.9697135999	8.3670235	0.3221043039
1802.9166666667	0.0219644211	0.942107736	8.4409323	0.3205929609
1803	0.021994187	0.9152877576	8.4034185	0.3201117501
1803.0833333333	0.0220236437	0.8892312918	8.4465179	0.3295661999
1803.1666666667	0.022052793	0.8639166031	8.4721384	0.3358860656
1803.25	0.0220816367	0.8393225744	8.4160624	0.3393974014
1803.3333333333	0.0221101765	0.81542869	8.2720232	0.3405591898
1803.4166666667	0.0221384141	0.792215018	8.261467	0.3412896259
1803.5	0.0221663513	0.7696621943	8.1808519	0.3577842674
1803.5833333333	0.0221939898	0.7477514056	8.406621	0.3444678435
1803.6666666667	0.0222213313	0.7264643746	8.4731054	0.3481055737
1803.75	0.0222483776	0.705783344	8.3748255	0.3457767708
1803.8333333333	0.0222751304	0.6856910623	8.2954435	0.3423697325
1803.9166666667	0.0223015914	0.6661707688	8.3984451	0.3473433198
1804	0.0223277624	0.6472061801	8.445549	0.3436980112
1804.0833333333	0.0223536451	0.6287814765	8.4739532	0.3482285956
1804.1666666667	0.0223792412	0.6108812884	8.4053526	0.3447075067
1804.25	0.0224045524	0.593490684	8.5211172	0.3577187663
1804.3333333333	0.0224295806	0.5765951562	8.5550022	0.3646168663
1804.4166666667	0.0224543273	0.5601806114	8.583271	0.375250759
1804.5	0.0224787944	0.5442333568	8.4989653	0.3864382279
1804.5833333333	0.0225029836	0.5287400896	8.4017076	0.4048182695
1804.6666666667	0.0225268966	0.5136878856	8.4469681	0.4145231065
1804.75	0.0225505351	0.4990641886	8.5956354	0.4102507553
1804.8333333333	0.0225739008	0.4848567999	8.4973345	0.4194581403
1804.9166666667	0.0225969956	0.471053868	8.3855057	0.4120625585
1805	0.0226198211	0.4576438788	8.3331318	0.4299336132
1805.0833333333	0.022642379	0.4446156459	8.2603664	0.4202358704
1805.1666666667	0.022664671	0.4319583015	8.2915764	0.3978758422
1805.25	0.022686699	0.4196612872	8.2534618	0.3806602791
1805.3333333333	0.0227084645	0.407714345	8.0644474	0.3751125724
1805.4166666667	0.0227299695	0.396107509	7.9246764	0.354611157
1805.5	0.0227512154	0.3848310971	8.1463041	0.3242421468
1805.5833333333	0.0227722042	0.3738757028	8.2449064	0.316922438
1805.6666666667	0.0227929375	0.3632321873	8.3163366	0.3004836232
1805.75	0.022813417	0.352891672	8.2226763	0.2938936011
1805.8333333333	0.0228336445	0.3428455311	8.1955462	0.2842351136
1805.9166666667	0.0228536217	0.3330853844	8.2656956	0.281803639
1806	0.0228733502	0.3236030901	8.1941395	0.2870279826
1806.0833333333	0.022892832	0.3143907382	8.1367655	0.2921652358
1806.1666666667	0.0229120685	0.3054406442	8.106595	0.2957571488
1806.25	0.0229310616	0.296745342	8.1360826	0.2953493286
1806.3333333333	0.0229498131	0.2882975781	8.2759104	0.3091751647
1806.4166666667	0.0229683245	0.2800903057	8.4107723	0.3112092256
1806.5	0.0229865977	0.2721166784	8.4504375	0.3177930567
1806.5833333333	0.0230046343	0.2643700448	8.2922621	0.3145267854
1806.6666666667	0.0230224362	0.2568439428	8.3161592	0.3171499522
1806.75	0.0230400049	0.2495320943	8.2615499	0.308939737
1806.8333333333	0.0230573422	0.2424284	8.2282515	0.3240459781
1806.9166666667	0.0230744499	0.235526934	8.0965834	0.3277213378
1807	0.0230913296	0.2288219394	8.1558657	0.3172142905
1807.0833333333	0.0231079831	0.222307823	8.2487555	0.3025536356
1807.1666666667	0.0231244121	0.2159791508	8.2949781	0.3061507421
1807.25	0.0231406183	0.2098306436	8.23666	0.2906257503
1807.3333333333	0.0231566035	0.2038571725	8.2815199	0.2973394103
1807.4166666667	0.0231723693	0.1980537545	8.2899179	0.2958810924
1807.5	0.0231879174	0.1924155486	8.2786226	0.289171628
1807.5833333333	0.0232032497	0.1869378514	8.4072561	0.2974427717
1807.6666666667	0.0232183677	0.1816160937	8.2632523	0.2954930876
1807.75	0.0232332733	0.176445836	8.1963148	0.2925477854
1807.8333333333	0.0232479681	0.1714227656	8.2008448	0.2953812609
1807.9166666667	0.0232624538	0.1665426922	8.2902956	0.2901001371
1808	0.0232767322	0.161801545	8.3472996	0.295327918
1808.0833333333	0.023290805	0.1571953691	8.3728285	0.3049234433
1808.1666666667	0.0233046739	0.1527203221	8.2843885	0.3162785203
1808.25	0.0233183406	0.148372671	8.3104811	0.3085837277
1808.3333333333	0.0233318069	0.1441487891	8.2392435	0.3135540747
1808.4166666667	0.0233450743	0.1400451529	8.1583567	0.3185217639
1808.5	0.0233581448	0.1360583392	7.8092446	0.3324575343
1808.5833333333	0.0233710199	0.1321850224	7.5061231	0.3681316139
1808.6666666667	0.0233837014	0.1284219714	7.5230865	0.4054462986
1808.75	0.023396191	0.1247660472	7.4913573	0.4038048357
1808.8333333333	0.0234084904	0.1212142	7.4578114	0.3863071185
1808.9166666667	0.0234206014	0.117763467	7.4109759	0.3683322258
1809	0.0234325256	0.1144109697	7.3856606	0.3599535704
1809.0833333333	0.0234442647	4.525281448	7.2360549	0.3485273467
1809.1666666667	0.0234558205	8.810583006	7.2675362	0.3549424005
1809.25	0.0234671947	12.973890347	7.1913147	0.3863191335
1809.3333333333	0.023478389	17.0186764097	7.2595057	0.4248556275
1809.4166666667	0.0234894051	20.9483152647	7.1094365	0.4596431793
1809.5	0.0235002448	24.7660849295	7.4046721	0.4658614899
1809.5833333333	0.0235109096	28.4751701029	7.6006818	0.4395528324
1809.6666666667	0.0235214015	32.0786648212	7.7019277	0.4334085261
1809.75	0.0235317219	35.5795750399	7.8883042	0.4406576918
1809.8333333333	0.0235418728	38.9808211405	7.9542465	0.4654775648
1809.9166666667	0.0235518557	42.2852403669	7.9109902	0.4765308805
1810	0.0235616724	45.4955891923	7.8002472	0.5007681323
1810.0833333333	0.0235713246	44.2004180819	7.807426	0.5433055586
1810.1666666667	0.0235808141	42.942117979	7.7590828	0.5251174858
1810.25	0.0235901424	41.7196392373	7.757216	0.5213232537
1810.3333333333	0.0235993114	40.5319620925	7.6388359	0.4646494975
1810.4166666667	0.0236083228	39.3780958105	7.7030067	0.4496286004
1810.5	0.0236171782	38.2570778617	7.6566429	0.4763574617
1810.5833333333	0.0236258794	37.1679731178	7.657793	0.4721461005
1810.6666666667	0.0236344281	36.1098730719	7.5513864	0.4426206641
1810.75	0.0236428259	35.0818950804	7.6844406	0.4210484251
1810.8333333333	0.0236510747	34.0831816268	7.6833425	0.4080656186
1810.9166666667	0.0236591761	33.1128996065	7.7991462	0.4065553944
1811	0.0236671318	32.170239632	7.9550934	0.3897476225
1811.0833333333	0.0236749435	31.254415357	8.0172062	0.3738628713
1811.1666666667	0.023682613	30.3646628214	8.0796919	0.3720197491
1811.25	0.0236901419	29.5002398134	8.1152344	0.3807659721
1811.3333333333	0.023697532	28.6604252504	8.0740004	0.3582518056
1811.4166666667	0.0237047849	27.8445185778	8.0963793	0.3604724058
1811.5	0.0237119025	27.0518391844	8.1564474	0.3361623117
1811.5833333333	0.0237188863	26.2817258346	8.0880194	0.4242880175
1811.6666666667	0.0237257381	25.5335361169	8.0117397	0.4809577652
1811.75	0.0237324596	24.8066459082	7.6638007	0.5476128238
1811.8333333333	0.0237390526	24.1004488527	7.552547	0.6158988959
1811.9166666667	0.0237455186	23.4143558565	7.4641824	0.5499383578
1812	0.0237518595	22.7477945962	7.3365402	0.5890647438
1812.0833333333	0.023758077	22.100209041	7.3456035	0.6245782896
1812.1666666667	0.0237641727	21.4710589895	7.4335885	0.6345025392
1812.25	0.0237701483	20.8598196187	7.3878021	0.5934987079
1812.3333333333	0.0237760057	20.2659810462	7.4667783	0.5331310609
1812.4166666667	0.0237817464	19.6890479052	7.414186	0.5468844293
1812.5	0.0237873721	19.1285389308	7.1405735	0.4765196719
1812.5833333333	0.0237928847	18.5839865589	7.0645261	0.3724536383
1812.6666666667	0.0237982858	18.054936536	7.245275	0.3924834706
1812.75	0.0238035771	17.5409475402	7.2896876	0.3963134055
1812.8333333333	0.0238087603	17.0415908134	7.5519671	0.4476195887
1812.9166666667	0.0238138371	16.5564498033	7.7581635	0.4764794709
1813	0.0238188092	16.085119816	7.8007846	0.4942179997
1813.0833333333	0.0238236784	15.6272076785	7.8220611	0.5147634715
1813.1666666667	0.0238284464	15.1823314107	7.6587143	0.4837527053
1813.25	0.0238331148	14.7501199067	7.8123012	0.4619264794
1813.3333333333	0.0238376853	14.3302126252	7.8306909	0.4996222257
1813.4166666667	0.0238421598	13.9222592889	8.1036253	0.5591082613
1813.5	0.0238465398	13.5259195922	8.250473	0.503421352
1813.5833333333	0.023850827	13.1408629173	8.3032255	0.5293228343
1813.6666666667	0.0238550233	12.7667680585	8.1850672	0.5201683946
